name,brand,categories,primaryCategories,reviews_date,reviews_text,reviews_title,sentiment
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-18T00:00:00.000Z,"['the', 'amazon', 'fire', 'hd', 'is', 'a', 'great', 'buy', 'very', 'inexpensive', 'but', 'delivers', 'great', 'quality', 'give', 'a', 'rating', 'and', 'not', 'because', 'there', 'are', 'advertisements', 'on', 'lock', 'screen', 'some', 'may', 'welcome', 'the', 'ads', 'others', 'not', 'overall', 'this', 'tablet', 'is', 'great', 'battery', 'life', 'is', 'several', 'days', 'with', 'very', 'minimal', 'usage', 'battery', 'lasts', 'to', 'hours', 'with', 'average', 'usage', 'including', 'video']",Great Tablet for novice,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-27T00:00:00.000Z,"['what', 'impressed', 'me', 'the', 'most', 'was', 'the', 'amount', 'of', 'free', 'kids', 'apps', 'that', 'you', 'get', 'with', 'the', 'kindle', 'these', 'are', 'easy', 'to', 'use', 'in', 'both', 'size', 'and', 'software']",Great Kids Apps,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Tablets,Computers/Tablets & Networking,Other Computers & Networking,Computers & Tablets,All Tablets",Electronics,2016-12-25T00:00:00.000Z,"['got', 'for', 'my', 'aunt', 'for', 'her', 'first', 'tablet', 'it', 'has', 'been', 'user', 'friendly', 'for', 'her', 'she', 'yours', 'it', 'mostly', 'for', 'reading']",First time tablet owner,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-12-15T00:00:00.000Z,"['my', 'son', 'loves', 'it', 'easy', 'to', 'use', 'and', 'download', 'books', 'requested', 'for', 'his', 'birthday', 'gift']",Great!,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-05-10T00:00:00.000Z,"['my', 'son', 'loves', 'this', 'product', 'he', 'plays', 'video', 'games', 'and', 'watch', 'movies', 'on', 'his', 'tablet', 'we', 'also', 'use', 'it', 'for', 'learning', 'there', 'are', 'several', 'learning', 'apps', 'you', 'can', 'download', 'on', 'this', 'product']",Good product my son loves it...,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-13T00:00:00.000Z,"['great', 'way', 'to', 'introduce', 'family', 'and', 'friends', 'to', 'ai', 'technology']",Everyone loved this gift,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-05-12T00:00:00.000Z,"['nice', 'tablet', 'for', 'a', 'kid', 'or', 'teenager', 'no', 'allot', 'of', 'memory']",Nice 7in tablet,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-04-18T00:00:00.000Z,"['smart', 'homehappy', 'home', 'this', 'lightbulb', 'is', 'simple', 'all', 'you', 'need', 'to', 'do', 'is', 'speak', 'to', 'it']",Smart Home,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-05-13T00:00:00.000Z,"['my', 'daughter', 'loves', 'her', 'kindle', 'seems', 'to', 'keep', 'her', 'busy']",Sturdy tablet,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-07-22T00:00:00.000Z,"['very', 'happy', 'with', 'my', 'purchase', 'the', 'tablet', 'works', 'amazingly', 'good', 'for', 'the', 'price']",Great for beginners,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-01-23T00:00:00.000Z,"['would', 'not', 'take', 'a', 'charge', 'good', 'thing', 'i', 'tried', 'before', 'wrapping', 'it', 'for', 'christmas']",Had to return this on Christmas eve day,negative
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-06-03T00:00:00.000Z,"['my', 'daughter', 'is', 'totally', 'enjoying', 'her', 'tabletrecently', 'though', 'it', 'is', 'not', 'charging', 'correctly', 'i', 'will', 'come', 'to', 'store', 'to', 'have', 'it', 'looked', 'at']",My daughter loves her new Fire tablet.,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-09-06T00:00:00.000Z,"['this', 'is', 'the', 'forth', 'kindle', 'we', 'have', 'bought', 'for', 'grandchildren', 'with', 'a', 'spongy', 'protective', 'case', 'they', 'take', 'them', 'everywhere']",Nice for a beginner,negative
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-21T00:00:00.000Z,"['so', 'i', 'went', 'to', 'the', 'store', 'purchased', 'and', 'giftedit', 'was', 'a', 'snap']","Great product, easy set up.",negative
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-03-17T00:00:00.000Z,"['amazon', 'fire', 'inch', 'tablet', 'is', 'a', 'great', 'product', 'and', 'works', 'great', 'and', 'no', 'issues']",amazon fire 7 inch tablet,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-01-18T00:00:00.000Z,"['alexa', 'runs', 'my', 'entire', 'house', 'the', 'echo', 'show', 'is', 'a', 'great', 'addition', 'to', 'the', 'echo', 'family', 'everyone', 'needs', 'one']",Gotta love Alexa,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-01-07T00:00:00.000Z,"['i', 'like', 'the', 'fact', 'that', 'it', 'comes', 'wa', 'case', 'it', 's', 'easy', 'for', 'the', 'child', 'to', 'operate', 'instructions', 'are', 'clear']",Decent tablet for younger kids,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-02-21T00:00:00.000Z,"['the', 'amazon', 'echo', 'is', 'excellent', 'easy', 'to', 'set', 'up', 'and', 'we', 'now', 'use', 'it', 'to', 'automate', 'the', 'entire', 'house', 'from', 'our', 'airconditioning', 'thermostat', 'to', 'every', 'light', 'in', 'the', 'house', 'with', 'the', 'phillips', 'hue', 'bulbs', 'we', 'went', 'and', 'got', 'one', 'for', 'everyone', 'in', 'our', 'family']",Excellent with Hue Lights and more,positive
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2018-02-16T00:00:00.000Z,"['im', 'happy', 'to', 'have', 'it', 'very', 'comfortable', 'and', 'easy', 'to', 'use', 'every', 'where']",I like it.,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-19T13:11:59.000Z,"['the', 'three', 'star', 'review', 'is', 'for', 'the', 'situation', 'described', 'here', 'not', 'the', 'quality', 'of', 'the', 'unit', 'i', 'ordered', 'this', 'online', 'and', 'picked', 'it', 'up', 'in', 'store', 'the', 'package', 'was', 'very', 'securely', 'sealed', 'the', 'seals', 'appeared', 'to', 'be', 'factory', 'the', 'echo', 'was', 'wrapped', 'in', 'plastic', 'and', 'looked', 'like', 'it', 'had', 'never', 'been', 'out', 'of', 'the', 'package', 'when', 'i', 'hooked', 'it', 'up', 'however', 'it', 'said', 'that', 'the', 'unit', 'was', 'registered', 'to', 'someone', 'else', 'it', 'was', 'nt', 'a', 'problem', 'to', 'get', 'it', 'registered', 'to', 'me', 'and', 'the', 'unit', 'works', 'fine', 'i', 'spoke', 'to', 'both', 'amazon', 'and', 'target', 'about', 'this', 'and', 'neither', 'could', 'tell', 'me', 'what', 'happened', 'i', 'was', 'offered', 'an', 'exchange', 'if', 'i', 'wished', 'i', 'chose', 'to', 'keep', 'the', 'original', 'unit', 'but', 'i', 'wanted', 'to', 'make', 'others', 'aware', 'of', 'the', 'issue', 'i', 'have', 'one', 'theory', 'target', 'has', 'a', 'buyer', 'who', 'purchased', 'a', 'lot', 'of', 'these', 'for', 'target', 'resale', 'and', 'they', 'are', 'all', 'registered', 'to', 'this', 'person', 'i', 'guess', 'i', 'll', 'never', 'know', 'the', 'echo', 'itself', 'works', 'fine', 'and', 'i', 'm', 'very', 'happy', 'with', 'it', 'after', 'you', 'hook', 'it', 'up', 'make', 'sure', 'to', 'go', 'to', 'settings', 'and', 'download', 'the', 'latest', 'updates', 'then', 'you', 'should', 'be', 'good', 'to', 'go']",Is it used or new,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-06T00:00:00.000Z,"['i', 'bought', 'of', 'these', 'to', 'use', 'in', 'a', 'school', 'education', 'program', 'the', 'workers', 'at', 'best', 'buy', 'assured', 'me', 'the', 'apps', 'i', 'needed', 'them', 'to', 'run', 'would', 'work', 'fine', 'unfortunately', 'i', 'was', 'not', 'aware', 'that', 'amazon', 'has', 'it', 's', 'own', 'app', 'store', 'unrelated', 'to', 'apple', 'and', 'goggleplay', 'make', 'sure', 'whatever', 'apps', 'you', 'want', 'to', 'run', 'are', 'also', 'available', 'on', 'the', 'amazone', 'app', 'store', 'as', 'not', 'all', 'are', 'specifically', 'they', 'block', 'anything', 'related', 'to', 'goggle', 'other', 'than', 'that', 'the', 'tablet', 'is', 'great', 'and', 'is', 'a', 'great', 'price', 'and', 'really', 'nice', 'case']",Great price but beware - not all apps work,positive
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2017-05-18T00:00:00.000Z,"['bought', 'this', 'for', 'my', 'grandson', 'along', 'with', 'a', 'case', 'for', 'his', 'birthday', 'he', 'loves', 'it', 'and', 'all', 'the', 'apps', 'available', 'for', 'a', 'kid', 'his', 'age']",Good Product,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-01-18T00:00:00.000Z,"['great', 'for', 'my', 'kids', 'and', 'is', 'easy', 'to', 'block', 'purchases', 'even', 'better', 'if', 'you', 'have', 'amazon', 'prime']",Great 4 kids,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-01-05T00:00:00.000Z,"['purchased', 'this', 'for', 'my', 'grandchildren', 'for', 'christmas', 'and', 'they', 'absolutely', 'love', 'it', 'have', 'nt', 'put', 'it', 'down', 'since', 'they', 'received', 'them', 'thanks', 'best', 'buy']",Tablet,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-05-04T00:00:00.000Z,"['my', 'daughter', 'loves', 'this', 'tablet', 'she', 'cant', 'keep', 'her', 'hands', 'off', 'it']",awesome tablet.,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-07T00:00:00.000Z,"['tablet', 'works', 'great', 'nice', 'big', 'size', 'good', 'battery', 'power', 'no', 'problems', 'using', 'it']",I love this tablet!,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-20T00:00:00.000Z,"['super', 'excited', 'to', 'give', 'this', 'as', 'a', 'gift', 'it', 's', 'super', 'convenient', 'that', 'best', 'buy', 'has', 'echo', 'products', 'in', 'store', 'instead', 'of', 'having', 'to', 'purchase', 'from', 'amazon']",Amazon Echo Show,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-19T00:00:00.000Z,"['one', 'of', 'the', 'best', 'tablets', 'good', 'for', 'watching', 'youtube', 'and', 'reading', 'as', 'well']",Best buy for the kids!,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-04-29T00:00:00.000Z,"['great', 'tablet', 'for', 'destructive', 'toddlers', 'my', 'son', 'has', 'dropped', 'and', 'thrown', 'it', 'several', 'times', 'and', 'it', 'still', 'works']",My son and nephew love it,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-18T00:00:00.000Z,"['this', 'tablet', 'is', 'quite', 'durable', 'the', 'pink', 'is', 'vibrant', 'and', 'it', 's', 'very', 'easy', 'for', 'little', 'fingers', 'to', 'hold', 'my', 'granddaughter', 'loves', 'it']",Durable tablet,positive
Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,Amazon,"Computers & Tablets,E-Readers & Accessories,eBook Readers,Kindle E-readers",Electronics,2015-02-19T00:00:00.000Z,"['as', 'above', 'a', 'high', 'class', 'e', 'reader', 'love', 'it', 'use', 'it', 'at', 'least', 'hrs', 'daily']","Great product, sleek, good battery life.",positive
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2016-10-30T23:02:29.000Z,"['looking', 'at', 'the', 'picture', 'and', 'seeing', 'it', 'was', 'th', 'generation', 'i', 'assumed', 'it', 'would', 'be', 'a', 'great', 'device', 'i', 'had', 'an', 'original', 'kindle', 'but', 'i', 'stopped', 'using', 'it', 'because', 'it', 'was', 'nt', 'backlit', 'i', 'thought', 'an', 'th', 'generation', 'would', 'be', 'backlit', 'and', 'the', 'picture', 'makes', 'it', 'look', 'backlit', 'but', 'it', 'is', 'not', 'after', 'minutes', 'on', 'the', 'phone', 'with', 'amazon', 'trying', 'to', 'make', 'it', 'brighter', 'the', 'technician', 'finally', 'realized', 'that', 'th', 'generation', 'is', 'not', 'supported', 'with', 'backlights', 'i', 'took', 'it', 'back', 'to', 'target', 'and', 'purchased', 'the', 'paperwhite', 'which', 'was', 'more', 'money', 'but', 'definitely', 'worth', 'it', 'the', 'th', 'generation', 'one', 'is', 'smaller', 'so', 'i', 'assumed', 'that', 'was', 'the', 'reason', 'for', 'the', 'price', 'difference', 'target', 'made', 'the', 'experience', 'pleasant']",Don't bother,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-11-16T00:00:00.000Z,"['great', 'device', 'for', 'music', 'and', 'face', 'time', 'calls', 'the', 'sound', 'is', 'crisp', 'and', 'clear', 'many', 'options', 'with', 'the', 'echo', 'show']",Great Device for the home,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-03T00:00:00.000Z,"['the', 'kindle', 'fire', 'is', 'great', 'especially', 'the', 'kid', 'version', 'the', 'free', 'time', 'app', 'keeps', 'the', 'kids', 'out', 'of', 'my', 'files', 'and', 'prevents', 'them', 'from', 'messing', 'with', 'tablet', 'settings']",Love this tablet,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-25T00:00:00.000Z,"['wish', 'it', 'was', 'easier', 'to', 'understand', 'set', 'up', 'so', 'children', 'do', 'nt', 'accidently', 'charge', 'to', 'my', 'account']",Difficult to learn how to play some of the games,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-10-18T00:00:00.000Z,"['i', 'wanted', 'to', 'get', 'something', 'nice', 'for', 'my', 'wife', 'and', 'this', 'did', 'the', 'trick', 'i', 'll', 'get', 'flowers', 'next', 'time']",Wife loved it,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-15T00:00:00.000Z,"['i', 'like', 'this', 'smart', 'machine', 'and', 'will', 'recommend', 'to', 'my', 'friends']",Awesome machine,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-03-10T00:00:00.000Z,"['a', 'gift', 'he', 'loves', 'it', 'was', 'a', 'reasonable', 'price', 'thks']",Amazon Fire Tablet,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-23T00:00:00.000Z,"['got', 'this', 'thing', 'around', 'black', 'friday', 'and', 'only', 'paid', 'about', 'something', 'bucks', 'awesome', 'equipment', 'you', 'can', 'actually', 'stream', 'the', 'web', 'very', 'glad', 'i', 'bought', 'it', 'ca', 'nt', 'believe', 'it', 'so', 'inexpensive']",Great product.,positive
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-01-27T00:00:00.000Z,"['it', 'is', 'difficult', 'to', 'understand', 'the', 'instructions', 'i', 'am', 'still', 'working', 'on', 'it']",Can it be used with the library?,negative
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-23T00:00:00.000Z,"['great', 'christmas', 'gift', 'the', 'hubby', 'loved', 'it', 'just', 'read', 'the', 'manual', 'before', 'setting', 'up']",Good product,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-12T00:00:00.000Z,"['great', 'for', 'games', 'and', 'reading', 'price', 'was', 'great', 'great', 'battery', 'life', 'well', 'worth', 'the', 'money']",Great for games and reading,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-07-26T00:00:00.000Z,"['here', 'are', 'my', 'pros', 'and', 'cons', 'thus', 'farpro', 'perfect', 'size', 'for', 'ebooks', 'and', 'web', 'surfing', 'to', 'alleviate', 'strain', 'on', 'the', 'eyes', 'from', 'my', 'phone', 'displaynice', 'sturdy', 'casing', 'that', 'gives', 'it', 'a', 'nice', 'heft', 'but', 'still', 'weighs', 'in', 'as', 'one', 'of', 'the', 'lighter', 'tablets', 'on', 'the', 'marketchild', 'accounts', 'amazon', 'allows', 'you', 'to', 'set', 'up', 'this', 'tablet', 'with', 'age', 'restricted', 'access', 'for', 'kids', 'making', 'this', 'a', 'low', 'cost', 'piece', 'of', 'tech', 'that', 'is', 'perfect', 'for', 'school', 'kids', 'and', 'allows', 'mom', 'and', 'dad', 'to', 'ration', 'the', 'amount', 'of', 'time', 'lil', 'johnny', 'can', 'play', 'clash', 'of', 'clans', 'and', 'how', 'much', 'he', 'can', 'hit', 'the', 'ol', 'visa', 'card', 'forbattery', 'life', 'thus', 'far', 'wife', 'was', 'on', 'it', 'for', 'about', 'hours', 'last', 'night', 'and', 'battery', 'was', 'at', 'about', 'kindle', 'integration', 'this', 'goes', 'without', 'saying', 'but', 'having', 'my', 'ebooks', 'and', 'audible', 'books', 'synced', 'to', 'the', 'tablet', 'is', 'awesome', 'and', 'my', 'kindle', 'books', 'look', 'great']",Great to use and handy,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-31T00:00:00.000Z,"['i', 'brought', 'this', 'tablet', 'during', 'the', 'black', 'friday', 'sale', 'fast', 'forward', 'to', 'christmas', 'when', 'my', 'year', 'opens', 'it', 'he', 'was', 'happy', 'i', 'set', 'it', 'up', 'for', 'him', 'two', 'days', 'later', 'it', 'crashed', 'never', 'came', 'back', 'on', 'blank', 'screen', 'he', 'was', 'disappointed', 'and', 'so', 'was', 'i']",Poor quality tablet,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-14T00:00:00.000Z,"['i', 'really', 'like', 'that', 'my', 'child', 'is', 'engaged', 'with', 'all', 'of', 'the', 'different', 'apps', 'we', 'have', 'downloaded']",Great for keeping kids entertained,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-17T00:00:00.000Z,"['i', 'love', 'amazon', 'fire', 'hd', 'it', 'is', 'so', 'easy', 'to', 'use', 'and', 'perfect', 'for', 'reading', 'books', 'on', 'or', 'cruising', 'social', 'media', 'i', 'love', 'that', 'it', 'has', 'alexa', 'included', 'on', 'it']",Love it,positive
